m_x,xsec
4040.0,8.233466026931772e-07
4050.0,7.843516180000132e-07
4060.0,7.77666225719736e-07
4070.0,7.415606322796667e-07
4080.0,7.287561575226309e-07
4090.0,7.101087029167654e-07
4100.0,6.936862458955761e-07
4110.0,6.765059075405561e-07
4120.0,6.529277526271119e-07
4130.0,6.390368951929843e-07
4140.0,6.050412345629365e-07
4150.0,6.026433346402286e-07
4160.0,6.012009303410229e-07
4170.0,5.592967404136734e-07
4180.0,5.479997075076372e-07
4190.0,5.344577385360473e-07
4200.0,5.27457765749659e-07
4210.0,5.013927519677991e-07
4220.0,4.878520025321645e-07
4230.0,4.814664611063622e-07
4240.0,4.625387270093591e-07
4250.0,4.54097733153378e-07
4260.0,4.379949380550502e-07
4270.0,4.2368120349741747e-07
4280.0,4.038248667897876e-07
4290.0,4.078561411835646e-07
4300.0,3.8604481002445677e-07
4310.0,3.79196250850786e-07
4320.0,3.6988162446685485e-07
4330.0,3.546995597795332e-07
4340.0,3.47880941966165e-07
4350.0,3.447456660140772e-07
4360.0,3.3310130871739357e-07
4370.0,3.1602746691597023e-07
4380.0,3.09805053046667e-07
4390.0,3.0988842700850695e-07
4400.0,2.9735850006405594e-07
4410.0,2.854641890940909e-07
4420.0,2.8045568264991146e-07
4430.0,2.692112420235754e-07
4440.0,2.6379098844349273e-07
4450.0,2.541780999070347e-07
4460.0,2.4894818504011066e-07
4470.0,2.440062505822223e-07
4480.0,2.403694457846111e-07
4490.0,2.281518171955761e-07
4500.0,2.202406088976185e-07
4510.0,2.2001507315821345e-07
4520.0,2.0828604490010418e-07
4530.0,2.0339560221365047e-07
4540.0,2.0172530076295624e-07
4550.0,1.95386279873092e-07
4560.0,1.8941935026491001e-07
4570.0,1.832188950970429e-07
4580.0,1.78707593864595e-07
4590.0,1.7444685635815116e-07
4600.0,1.678465853205994e-07
4610.0,1.6684617535677735e-07
4620.0,1.548813010794814e-07
4630.0,1.5731952540069318e-07
4640.0,1.4949964108972229e-07
4650.0,1.4530062358516042e-07
4660.0,1.4369552493790276e-07
4670.0,1.4100681626163734e-07
4680.0,1.3438423259109084e-07
4690.0,1.3210012053856587e-07
4700.0,1.258035565677065e-07
4710.0,1.2435468783834184e-07
4720.0,1.2141817991063704e-07
4730.0,1.1883791931357699e-07
4740.0,1.1296275532913636e-07
4750.0,1.1310182312856129e-07
4760.0,1.0726704861983651e-07
4770.0,1.0497135004915459e-07
4780.0,1.0077903562177915e-07
4790.0,9.820561066167043e-08
4800.0,9.696012756503943e-08
4810.0,9.181471747728344e-08
4820.0,9.089517476176541e-08
4830.0,8.737935053936773e-08
4840.0,8.709992527662352e-08
4850.0,8.396492417653097e-08
4860.0,8.133325005476855e-08
4870.0,7.971178162552035e-08
4880.0,7.662156466479987e-08
4890.0,7.343391076770644e-08
4900.0,7.341945936651813e-08
4910.0,6.995182907366522e-08
4920.0,7.013749821929955e-08
4930.0,6.744003867854705e-08
4940.0,6.484341519504169e-08
4950.0,6.349150726696003e-08
4960.0,6.178076947801766e-08
4970.0,6.010462666879686e-08
4980.0,5.799690063334935e-08
4990.0,5.6869932411546367e-08
5000.0,5.5693409723981635e-08
5010.0,5.35326487414969e-08
5020.0,5.247116480923825e-08
5030.0,5.1323539702138617e-08
5040.0,4.950355121867711e-08
5050.0,4.8925410170892194e-08
