m,effs
2810.0,0.8139197003235665
2815.0,0.8140736882665025
2820.0,0.8142273986025406
2825.0,0.8143808323127604
2830.0,0.8145339903730795
2835.0,0.8146868737542929
2840.0,0.8148394834221073
2845.0,0.8149918203371769
2850.0,0.815143885455138
2855.0,0.8152956797266437
2860.0,0.8154472040973997
2865.0,0.8155984595081955
2870.0,0.8157494468949427
2875.0,0.8159001671887043
2880.0,0.8160506213157315
2885.0,0.8162008101974934
2890.0,0.8163507347507122
2895.0,0.8165003958873949
2900.0,0.8166497945148663
2905.0,0.8167989315357977
2910.0,0.8169478078482437
2915.0,0.8170964243456686
2920.0,0.8172447819169819
2925.0,0.8173928814465641
2930.0,0.817540723814302
2935.0,0.8176883098956176
2940.0,0.8178356405614959
2945.0,0.8179827166785185
2950.0,0.818129539108889
2955.0,0.8182761087104664
2960.0,0.8184224263367916
2965.0,0.8185684928371169
2970.0,0.8187143090564346
2975.0,0.8188598758355052
2980.0,0.8190051940108862
2985.0,0.8191502644149589
2990.0,0.8192950878759575
2995.0,0.8194396652179945
3000.0,0.8195839972610894
3005.0,0.8197280848211967
3010.0,0.8198719287102296
3015.0,0.8200155297360889
3020.0,0.8201588887026885
3025.0,0.8203020064099826
3030.0,0.8204448836539893
3035.0,0.8205875212268188
3040.0,0.8207299199166966
3045.0,0.8208720805079914
3050.0,0.8210140037812375
3055.0,0.8211556905131601
3060.0,0.8212971414767036
3065.0,0.8214383574410498
3070.0,0.8215793391716479
3075.0,0.8217200874302351
3080.0,0.8218606029748612
3085.0,0.8220008865599135
3090.0,0.8221409389361396
3095.0,0.8222807608506693
3100.0,0.8224203530470402
3105.0,0.8225597162652187
3110.0,0.8226988512416238
3115.0,0.8228377587091487
3120.0,0.822976439397185
3125.0,0.8231148940316424
3130.0,0.8232531233349736
3135.0,0.8233911280261927
3140.0,0.8235289088209008
3145.0,0.823666466431304
3150.0,0.8238038015662372
3155.0,0.8239409149311845
3160.0,0.8240778072283002
3165.0,0.8242144791564279
3170.0,0.8243509314111255
3175.0,0.8244871646846805
3180.0,0.8246231796661361
3185.0,0.8247589770413053
3190.0,0.8248945574927959
3195.0,0.8250299217000276
3200.0,0.8251650703392528
3205.0,0.8253000040835761
3210.0,0.8254347236029731
3215.0,0.8255692295643122
3220.0,0.8257035226313691
3225.0,0.8258376034648509
3230.0,0.825971472722411
3235.0,0.8261051310586698
3240.0,0.8262385791252331
3245.0,0.8263718175707107
3250.0,0.826504847040733
3255.0,0.8266376681779719
3260.0,0.8267702816221565
3265.0,0.8269026880100916
3270.0,0.8270348879756764
3275.0,0.8271668821499203
3280.0,0.8272986711609631
3285.0,0.8274302556340887
3290.0,0.8275616361917453
3295.0,0.8276928134535622
3300.0,0.8278237880363646
3305.0,0.8279545605541925
3310.0,0.828085131618316
3315.0,0.8282155018372546
3320.0,0.828345671816789
3325.0,0.8284756421599822
3330.0,0.8286054134671925
3335.0,0.8287349863360913
3340.0,0.8288643613616777
3345.0,0.8289935391362957
3350.0,0.8291225202496495
3355.0,0.829251305288818
